Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Ishq Tera,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Ishq Tera,9.4/10
Oh Jaaniya,"Raj Pandit, Salim Merchant, Shreya Ghoshal",BollywoodRomantic,Wedding Pullav,9.6/10
Jab Kisiki Taraf Dil,Kumar Sanu,BollywoodRomantic,Pyaar To Hona Hi Tha,9.3/10
Aye Meri Zindagi – Male Version,"Shreya Ghoshal, Udit Narayan",BollywoodSad,Saaya,9.1/10
Jiya Lage Na,"Ravindra Upadhyay, Sona Mohapatra",BollywoodRomantic,Talaash,9.3/10
Paas Woh Aane Lage,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Main Khiladi Tu Anari,8.8/10
Jaane Tere Shehar Ka,Vipin Aneja,Bollywood,Jazbaa,9.7/10
Pee Paa Pee Paa,Diljit Dosanjh,BollywoodDance,Tere Naal Love Ho Gaya,9.4/10
Ada,Sonu Nigam,BollywoodDance,Garam Masala,9.3/10
Chupke Chupke Ghoor Na Mujhko,"Anu Malik, Udit Narayan, Vinod Rathod",Bollywood,The Gambler,8.0/10
Pag Ghungaru Bandh,Kishore Kumar,BollywoodDance,Namak Halaal,8.5/10
Dekho Zara Kaise Balkhake Chali,Gurdas Maan,BollywoodDance,Sirf Tum,8.0/10
Aap Ki Kashish,Himesh Reshammiya,BollywoodRomantic,Aashiq Banaya Aapne,9.4/10
Happy Budday,"Shankar Mahadevan, Sukhwinder Singh",BollywoodDance,Kill Dil,9.2/10
Hudd Hudd Dabangg,"Sukhwinder Singh, Wajid",BollywoodDance,Dabangg,9.1/10
Bhool Bhulaiyaa,Neeraj Shridhar,BollywoodDance,Bhool Bhulaiyaa,9.3/10
Tere Mast Mast Do Nain,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodRomantic,Dabangg,9.0/10
Jai Ho Tiltle Song,"Armaan Malik, Wajid",BollywoodDance,Jai Ho,9.2/10
High Heels Te Nachche (Remix),"Aditi Singh Sharma, Jaz Dhami, Meet Bros",BollywoodDance,Ki & Ka,8.9/10
Zinda,Sunidhi Chauhan,Bollywood,Naam Shabana,9.6/10
Shukran Allah,"Salim Merchant, Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Kurbaan,9.6/10
Tere Naina,"Shankar Mahadevan, Shreya Ghoshal",BollywoodRomantic,Chandni Chowk To China,9.6/10
Mere Mehboob Qayamat Hogi,Kishore Kumar,BollywoodSad,Mr.X In Bombay,9.1/10
Saad Shukrana,Ankit Tiwari,BollywoodRomantic,Mr. X,9.4/10
Honeymoon Ki Raat,Sunidhi Chauhan,BollywoodDance,The Dirty Picture,8.5/10
Sadda Dil Vi Tu,Hard Kaur,BollywoodDance,ABCD - Any Body Can Dance,8.9/10
Yeh Jo Halki Halki Khumariya,Rahat Fateh Ali Khan,BollywoodRomantic,Son of Sardaar,9.2/10
Aye Khuda,"Kshitij Tarey, Mithoon, Saim Bhat",BollywoodSad,Murder 2,9.3/10
Main Hoon Na,Abhijeet,BollywoodSad,Main Hoon Na,9.5/10
Hum To Tere Aashiq Hain,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Farz,8.4/10
Jugnu Ki Payal,"Shaswati, Zubeen Garg",BollywoodDance,Aan - Men At Work,8.3/10
Woh Ladki Bahut Yaad Aati,"Alka Yagnik, Kumar Sanu",Bollywood,Qayamat,8.3/10
Jai Mata Di,"Alamgir Khan, Javed Ali",BollywoodDevotional,Nanu Ki Jaanu,8.9/10
Mera Piya Ghar Aaya,Kavita Krishnamurthy,BollywoodDance,Yaraana,8.9/10
Khushiyon Ka Din Aaya Hai,Anuradha Paudwal,BollywoodDance,Beta,8.4/10
Sooraj Ki Baahon Mein,"Clinton Cerejo, D Cerejo, Loy Mendonsa",BollywoodDance,Zindagi Na Milegi Dobara,9.5/10
Kuch Toh Hua Hai,Ankit Tiwari,BollywoodRomantic,Singham Returns,9.3/10
Rabba Main Toh Mar Gaya Oye,Shahid Mallya,BollywoodRomantic,Mausam,9.6/10
Theher Ja (Remix),Armaan Malik,BollywoodRomantic,October,9.4/10
Jiya Maine Jiya,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Khushi,9.2/10
Kuch To Hua Hai,"Alka Yagnik, Shaan",BollywoodDance,Kal Ho Naa Ho,9.6/10
Angelina,Sonu Nigam,BollywoodRomantic,Baa Baaa Black Sheep,8.2/10
Dhoom Again,"Dominique Crezo, Vishal Dadlani",BollywoodDance,Dhoom 2,9.5/10
Dhinka Chika (Remix),"Amrita Kak, Mika Singh",BollywoodDance,Ready,8.5/10
Tu Milade,Ankit Tiwari,BollywoodDance,All is Well,9.3/10
Thoda Thoda Pyar,Sunidhi Chauhan,BollywoodDance,Love Aj Kal,9.2/10
O Mere Raja,"Asha Bhosle, Kishore Kumar",BollywoodDance,Johny Mera Naam,8.5/10
Gela Gela Gela,"Adnan Sami, Sunidhi Chauhan",BollywoodDance,Aitraaz,9.3/10
Ik Tu Hi Tu Hi,Hans Raj Hans,BollywoodDevotional,Mausam,9.5/10
Sultan (Mashup),Multiple,BollywoodDance,Sultan,8.7/10
Kitni Hasrat Hain Humein,"Kumar Sanu, Sadhana Sargam",BollywoodRomantic,Sainik,8.8/10
Aa Jaana Aa Jaana,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Coolie No. 1,8.6/10
Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",BollywoodDance,Sangam,8.7/10
Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",BollywoodDance,Sangam,8.7/10
Morey Piya,Udit Narayan,BollywoodRomantic,Devdas,9.1/10
Kate Nahin Kat Te,"Alisha Chinai, Kishore Kumar",BollywoodRomantic,Mr. India,8.9/10
Tu,Kumar Sanu,Bollywood,Dum Laga Ke Haisha,9.5/10
Mujhse Huee Bas Yeh,Alka Yagnik,BollywoodSad,Ishq Vishk,9.6/10
Nakhriley,"Ali Zafar, Gulzar, Mahalakshmi Iyer, Shankar Mahadevan",BollywoodDance,Kill Dil,9.3/10
Tandoori Nights,"Himesh Reshammiya, Sunidhi Chauhan",BollywoodDance,Karzzz,8.8/10
Kya Raaz Hai,"Shreya Ghoshal, Zubeen Garg",BollywoodDance,Raaz 3,9.0/10
Tum Toh Dhokabaaz Ho,"Alka Yagnik, Kumar Sanu",Bollywood,Saajan Chale Sasural,9.0/10
Lucky Boy,"Hard Kaur, Raja Hassan, Sunidhi Chauhan",BollywoodDance,Bachna Ae Haseeno,9.4/10
Aye Manya,"Adnan Sami, Shaan",BollywoodDance,Shootout at Wadala,9.2/10
Ladki Hai Ya Shola,"Kishore Kumar, Lata Mangeshkar",BollywoodDance,Silsila,8.5/10
Yeh Mera Dil Yaar Ka Diwana,Asha Bhosle,BollywoodDance,Don,8.8/10
Babuji Zara Dheere Chalo,Sonu Kakkar,BollywoodDance,Dum,9.2/10
Aankhon Aankhon (Remix),Yo Yo Honey Singh,BollywoodDance,Bhaag Johnny,9.2/10
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",BollywoodRomantic,Dil Toh Pagal Hai,9.1/10
Hey Ya I See You Walking,"Loy Mendonsa, Shankar Mahadevan",BollywoodDance,Karthik Calling Karthik,9.5/10
More Haji Piya,Amjad Farid Sabri,BollywoodDevotional,Halla Bol,8.9/10
Tere Mere Beech Mein,"Mohit Chauhan, Sunidhi Chauhan",BollywoodRomantic,Shuddh Desi Romance,8.6/10
Ye Ladki Nahin Banaras Ka Paan,"Bela Sulakhe, Sonu Nigam",BollywoodDance,Khullam Khulla Pyaar Karen,8.4/10
Kai Baar Yun Bhi Dekha Hai,Mukesh,BollywoodRomantic,Rajnigandha,9.2/10
Pakeezah,Gulraj Singh,Bollywood,Ungli,9.5/10
Dam Bhar Jo Udhar Munh Phere,"Lata Mangeshkar, Mukesh",BollywoodDance,Awaara,8.6/10
Bade Armanon Se,"Lata Mangeshkar, Mukesh",BollywoodDance,Malhar,8.6/10
Challa Chaap Chunariya,Rekha Bhardwaj,Bollywood,Daas Dev,7.9/10
Chal Akela Chal Akela,Mukesh,BollywoodDance,Sambandh,8.7/10
De De Pyaar De,Kishore Kumar,BollywoodDance,Sharaabi,8.8/10
Behti Hawa Sa Tha Woh,"Shaan, Shantanu Moitra",BollywoodSad,3 Idiots,9.4/10
Dil Ye Dancer Ho Gaya,Atif Aslam,Bollywood,Actor In Law,9.5/10
Mor Bani Thanghat Kare,"Aditi Paul, Osman Mir",BollywoodDance,Ram-Leela,9.3/10
Gore Gore Se,Alka Yagnik,BollywoodDance,Hum Tum,9.4/10
Sanam Teri Kasam (Reprise),"Mohammed Irfan, Palak Muchhal",BollywoodSad,Sanam Teri Kasam,9.4/10
School Ke Din,Sonu Nigam,BollywoodDance,Always Kabhi Kabhi,9.6/10
Yeh Mera Prem Patra,Mohammed Rafi,BollywoodRomantic,Sangam,8.7/10
Jiska Koi Nahin,Manna Dey,BollywoodMotivational,Laawaris,8.8/10
Chalo Ek Bar Phir Se,Mahendra Kapoor,BollywoodSad,Gumrah,9.5/10
Kab Ke Bichhde Hue,"Asha Bhosle, Kishore Kumar",BollywoodRomantic,Laawaris,8.4/10
Aaj Ibaadat,"Altamash Faridi, Javed Bashir, Shadab Faridi, Shashi Suman, Shreyas Puranik",BollywoodDevotional,Bajirao Mastani,9.5/10
Peepal Ke Patwa,"Jaspinder Narula, Sonu Nigam",BollywoodDance,Sooryavansham,7.9/10
Pukarta Chala Hoon Main,Mohammed Rafi,Bollywood,Mere Sanam,9.4/10
Meri Bindiya Teri Nindiya,Lata Mangeshkar,BollywoodRomantic,Lamhe,9.0/10
Ranga Re,Shreya Ghoshal,BollywoodDance,Tutak Tutak Tutiya,9.2/10
Kaun Kisi Ko Baandh Saka,Mohammed Rafi,BollywoodDance,Kaalia,8.8/10
Dekhiye Aji Jaaneman,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Kya Kehna,8.8/10
Jis Desh Mein Ganga Rehta Hai,Abhijeet,BollywoodDance,Jis Desh Mein Rehta Hai,8.3/10
Kambal Ke Neeche,"Aaman Trikha, Aishwarya Majmudar, Neeti Mohan, Sanchita Bhattachayra",BollywoodDance,Kaanchi,8.3/10
Maine Tere Liye,Mukesh,BollywoodDance,Anand,9.4/10
Teri Zulfon Se Judai To,Mohammed Rafi,BollywoodRomantic,Jab Pyar Kisi Se Hota Hai,8.7/10
Salamat Rahe Dostana Hamara,"Kishore Kumar, Mohammed Rafi",Bollywood,Dostana,8.8/10
Humne Ghar Choda Hai,"Sadhana Sargam, Udit Narayan",BollywoodRomantic,Dil,8.3/10
Teri Bindiya Re,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Abhimaan,9.0/10
Barbaad Raat,"Sanam Puri, Shalmali Kholgade",BollywoodDance,Humshakals,9.0/10
Ghoonghat Ki Aadh Se,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hain Rahi Pyaar Ke,8.9/10
Chaska,Krishna Beura,BollywoodDance,Badmaash Company,9.3/10
Megha Re Megha Re,"Ila Arun, Lata Mangeshkar",BollywoodDance,Lamhe,8.6/10
Move Your Body Now,"Akriti Kakar, Hard Kaur, Shaan, Suhail",BollywoodDance,Kismat Konnection,9.6/10
Humen Kash Tumse Mohabbat,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,8.5/10
Manmarziyan,"Amit Trivedi, Shilpa Rao",BollywoodRomantic,Lootera,9.6/10
Bismillah,Anupam Amod,BollywoodDance,Once Upon,8.8/10
Mohabbat Ke,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Aksar,9.2/10
Fatal Attraction,"Natalie Di Luccio, Salim Merchant",BollywoodDance,Ladies Vs Ricky Bahl,9.5/10
Khol De Baahein,Monali Thakur,BollywoodRomantic,Meri Pyaari Bindu,9.3/10
Pehla Pehla Pyar,S.P. Balasubrahmanyam,BollywoodRomantic,Hum Aapke Hain Koun,8.8/10
Bhaage Re Mann,Sunidhi Chauhan,BollywoodDance,Chameli,9.5/10
Yeh Tera Ghar Yeh Mera Ghar,Jagjit Singh,Bollywood,Saath Saath,9.1/10
Hai Re Hai Re,"Hema Sardesai, KK",BollywoodDance,Khushi,9.3/10
Hum Laye Hain Toofan Se Kashti Nikal Ke,Mohammed Rafi,BollywoodPatriotic,Jagriti,9.1/10
Meri Aawargi,Himesh Reshammiya,BollywoodDance,Good Boy Bad Boy,9.2/10
Ghum Shuda,Sonu Nigam,BollywoodDance,Chalte Chalte,9.5/10
Ghar,"Mohit Chauhan, Nikhita Gandhi",BollywoodSad,Jab Harry Met Sejal,9.7/10
Tera Rastaa Chodun Na,"Amitabh Bhattacharya, Anusha Mani",BollywoodRomantic,Chennai Express,9.3/10
Neela Aasman So Gaya,Amitabh Bachchan,BollywoodRomantic,Silsila,8.8/10
Mera Yaar Mila De,A.R. Rahman,BollywoodSad,Saathiya,9.2/10
Sakhiya,Tulsi Kumar,BollywoodDance,Bhool Bhulaiyaa,9.0/10
Dil Tadap Tadap Ke Kah Raha,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Madhumati,9.2/10
Kaise Piya Se,Lata Mangeshkar,BollywoodRomantic,Bewafaa,8.7/10
Aaj Din Chadheya,Rahat Fateh Ali Khan,BollywoodRomantic,Love Aaj Kal,9.4/10
Jai Ho,Wajid,BollywoodDance,Jai Ho,9.0/10
Kiss Me Baby – Title Song,Adnan Sami,BollywoodDance,Garam Masala,9.4/10
Kehkasha Tu Meri,Shekhar Ravjiani,BollywoodMotivational,Akira,9.5/10
Raat Ke Dhai Baje,"Earl, Kunal Ganjawala, Rekha Bhardwaj, Suresh Wadkar",BollywoodDance,Kaminey,9.5/10
Rama Re,"Shaan, Zubeen Garg",Bollywood,Kaante,9.3/10
Hairat,Lucky Ali,BollywoodDance,Anjaana Anjaani,9.6/10
Hairat,Lucky Ali,BollywoodDance,Anjaana Anjaani,9.6/10
Dukki Tikki,Mika Singh,BollywoodDance,Raja Natwarlal,9.4/10
Ajib Dastan Hai Yeh,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,9.4/10
Shikayatein,Amit Trivedi,BollywoodSad,Lootera,9.5/10
Genda Phool,"Rajat Dholakia, Shraddha Pandit, Sujata Majumdar, V.N. Mahathi",BollywoodDance,Delhi-6,9.4/10
Laagi Laagi,"Himesh Reshammiya, Sunidhi Chauhan",BollywoodRomantic,Aksar,9.1/10
Rafu,Ronkini Gupta,BollywoodDance,Tumhari Sulu,9.1/10
Saturday Saturday (Remix),"Akriti Kakar, Badshah, Indeep Bakshi, Toshi Sabri",BollywoodDance,Humpty Sharma Ki Dulhania,9.0/10
Saajna (Unplugged),Falak Shabir,BollywoodRomantic,I Me Aur Mein,9.6/10
Jannatein Kahan,K.K.,BollywoodDance,Jannat 2,9.7/10
Meri Zindagi Mein Ajnabee,"Kumar Sanu, Sunidhi Chauhan",BollywoodRomantic,Ajnabee,9.0/10
Mere Watan Mein Maine,"Alka Yagnik, Suresh Wadkar",BollywoodDance,Khuda Gawah,8.3/10
Namak,"Rakesh Pandit, Rekha Bhardwaj",BollywoodDance,Asoka,9.2/10
Tinka Tinka,Alisha Chinai,BollywoodRomantic,Karam,9.5/10
Main Chali,"Naresh Iyer, Shreya Ghoshal",BollywoodDance,Force,9.5/10
Suhana Safar Aur Yeh Mausam,Mukesh,BollywoodDance,Madhumati,9.3/10
Pal Pal… Har Pal,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Lage Raho Munna Bhai,9.3/10
Khoya Khoya Chand Khula Aasman,Mohammed Rafi,BollywoodRomantic,Kala Bazar,9.5/10
Ajab Leher Hai Meri,"Neeraj Shridhar, Rhys D'souza, Vishal Dadlani",BollywoodDance,Break Up Ke Baad,9.4/10
Aaja Aaja …Yaad Sataye,"Kavita Krishnamurthy, Udit Narayan",BollywoodRomantic,Raja Babu,8.4/10
Jalebi Bai,Sunidhi Chauhan,BollywoodDance,Double Dhammal,9.2/10
Desi Look (Remix),Kanika Kapoor,BollywoodDance,Ek Paheli Leela,9.5/10
Meri Shaadi Karvado,"Sapna Awasthi Singh, Udit Narayan",BollywoodDance,Jis Desh Mein Ganga Rehta Hai,8.8/10
Nazrein Milaana Nazrein Churaana,"Anupama Deshpande, Benny Dayal, Darshana, Naresh Iyer, Satish Chakravarthy, Swetha Bhargavee, Tanvi",BollywoodDance,Jaane Tu Ya Jaane Na,9.6/10
Kabhi Main Kahon Kabhi Tu Kahe,"Hariharan, Lata Mangeshkar",BollywoodRomantic,Lamhe,9.0/10
Mangalayam,"K.K., Kunal, Shaan, Sreenivas",BollywoodDance,Saathiya,9.6/10
Naina Mile,"A.R. Rahman, Suzanne D'Mello",BollywoodDance,Robot,9.0/10
Phir Wahi,Arijit Singh,BollywoodSad,Jagga Jasoos,9.5/10
Kahin Deep Jale Kahin Dil,Lata Mangeshkar,BollywoodSad,Bees Saal Baad,9.1/10
I Feel Good,"Shilpa Rao, Vishal Dadlani",BollywoodDanceRomantic,Anjaana Anjaani,9.5/10
Mere Bhaiyaa Mere Chanda,Asha Bhosle,Bollywood,Kaajal,8.6/10
Taiyabali Pyar Ka Dushman,Javed Ali,BollywoodDance,Once Upon A Time In Mumbaai Dobara,8.8/10
Kahe Paise Pe,Kishore Kumar,BollywoodDance,Laawaris,8.3/10
Muskaanein Jhooti Hai,Suman Sridhar,BollywoodRomantic,Talaash,9.5/10
Main Naa Bhoolunga I,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Roti Kapada Aur Makaan,8.4/10
Allah Hafiz,K.K.,BollywoodDance,Bhool Bhulaiyaa,9.5/10
20-20,"Anu Malik, Mamta Sharma, Shadaab",BollywoodDance,Welcome Back,7.5/10
Des Mere Des,"A.R. Rahman, Sukhwinder Singh",BollywoodPatriotic,The Legend Of Bhagat Singh,9.7/10
Besharmi Ki Height (Remix),"Benny Dayal, Shalmali Kholgade",BollywoodDance,Main Tera Hero,9.3/10
Moh Moh Ke Dhaage (Female),Monali Thakur,BollywoodRomance,Dum Laga Ke Haisha,9.2/10
Kharaa Kharaa,Sonu Kakkar,BollywoodRomance,Fever,9.5/10
De Di Azadi Hamen Bina,Asha Bhosle,BollywoodPatriotic,Jagriti,8.7/10
Tum Ladki Ho,"Lata Mangeshkar, S.P. Balasubrahmanyam, Shailendra Singh, Usha Mangeshkar",Bollywood,Maine Pyar Kiya,9.0/10
Katiya Karun,Harshdeep Kaur,BollywoodDance,Rockstar,9.3/10
Lakhon Hain Nigahon Mein,Mohammed Rafi,BollywoodDance,Phir Wohi Dil Laya Hoon,9.2/10
Arziyan,"Javed Ali, Kailash Kher",Bollywood,Delhi-6,9.7/10
Jaadu Tone Waaliyan,Shabab Sabri,BollywoodDance,Daawat e Ishq,9.0/10
Junooniyat,"Falak Shabir, Meet Bros",BollywoodRomantic,Sanam Re,9.7/10
Tamma Tamma Loge,"Anuradha Paudwal, Bappi Lahiri",BollywoodDance,Thanedaar,8.7/10
Chhote Chhote Peg (Remix),"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Sonu Ke Titu Ki Sweety,9.2/10
Mehfil Mein Bar Bar,"Alka Yagnik, Kumar Sanu",BollywoodDance,Soldier,9.2/10
O Soniye Dil Jaaniye,"Alka Yagnik, Kumar Sanu, Sonu Nigam",BollywoodRomantic,Kya Kehna,8.8/10
Dil Mera Churaya Kyun,Kumar Sanu,BollywoodSad,Akele Hum Akele Tum,9.3/10
Ooee Baba,"Abhijeet, Alka Yagnik, Sapna Mukherjee",BollywoodDance,Judaai,8.7/10
Mera Dil Bhi Kitna Pagal Hai,"Alka Yagnik, Kumar Sanu, S.P. Balasubrahmanyam",BollywoodRomantic,Saajan,9.0/10
Fitoori,"Aishwarya Bhandari, Ganesh Chandanshive, Vaishali Bhaisne",BollywoodDance,Bajirao Mastani,9.4/10
Small Town Girl,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",BollywoodDance,Bachna Ae Haseeno,9.3/10
Do Pal,"Lata Mangeshkar, Sonu Nigam",BollywoodRomanticSad,Veer Zaara,9.4/10
Har Ek Friend Kamina Hota Hai,Sonu Nigam,BollywoodDance,Chashme Baddoor,9.6/10
Jab Se Tumko Dekha,"Asha Bhosle, Kishore Kumar",BollywoodRomantic,Kaalia,8.8/10
Lamha Lamha,Abhijeet,BollywoodRomance,Gangster,9.4/10
Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",BollywoodDance,Namak Halaal,9.0/10
Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",BollywoodDance,Namak Halaal,9.0/10
Aankhon Mein Neendein,"Rahat Fateh Ali Khan, Shankar Mahadevan, Shreya Ghoshal",BollywoodRomantic,We Are Family,9.6/10
Tumsa Nahin Dekha,Mohammed Rafi,BollywoodRomantic,Tumsa Nahin Dekha,9.4/10
Hey Ooi Amma Ooi Amma,Poornima,BollywoodDance,Raja Babu,8.6/10
Jaage Hain,"A.R. Rahman, K. S. Chithra",BollywoodSad,Guru,9.5/10
Koi Jab Tumhara Hriday Tod De,Mukesh,BollywoodSad,Purab Aur Pachim,9.1/10
Mashallah (Remix),"Shreya Ghoshal, Wajid",BollywoodDance,Ek Tha Tiger,8.9/10
Mere Khwabon Mein Jo Aaye,Alka Yagnik,BollywoodDance,Soldier,8.6/10
Chali Kahani,"Haricharan, Haripriya, Sukhwinder Singh",BollywoodDance,Tamasha,9.5/10
Saddi Dilli,Millind Gaba,BollywoodDance,Dilliwaali Zaalim Girlfriend,9.6/10
Dum Dum,"Romy, Vivek Hariharan",BollywoodRomantic,Phillauri,9.5/10
Dil Ko Aaya Sukoon,"Hiral Brahmbhatt, Rahat Fateh Ali Khan",Bollywood,Rangrezz,9.3/10
Kya Tujhe Ab Ye Dil Bataye,Falak Shabir,BollywoodRomantic,Sanam Re,9.7/10
Rabba Meray Haal Da Mehram Tu,"Amit Mishra, Sumeet Anand",BollywoodDevotional,Guest In London,9.3/10
Woh Lamhe Woh Baatein,Atif Aslam,BollywoodSad,Zeher,9.4/10
Chot Dil Pe Lagi,"Alisha Chinai, Kumar Sanu",BollywoodRomantic,Ishq Vishk,9.3/10
Lagi Aaj Sawan Ki,"Anupama Deshpande, Suresh Wadkar",BollywoodRomantic,Chandni,8.7/10
Pyaar Ki Ek Kahani,"Shreya Ghosal, Sonu Nigam",BollywoodDanceRomantic,Krrish,9.3/10
Tip Tip Barsa Pani,"Alka Yagnik, Udit Narayan",BollywoodDance,Mohra,8.3/10
Tujhko Mera Pyar Pukare,"Asha Bhosle, Mahendra Kapoor",BollywoodRomantic,Gumrah,8.4/10
Talli,"Anmol Malik, Hard Kaur, Mika Singh",BollywoodDance,Ugly Aur Pagli,9.2/10
Tonight,Suman Sridhar,BollywoodRomantic,Love Ka The End,9.2/10
Ayaashi,K.K.,BollywoodDance,Badmaash Company,9.4/10
Ishqe Di Lat,Ankit Tiwari,BollywoodRomantic,Junooniyat,9.4/10
Saawan Ke Jhoolon Ne,Mohammad Aziz,BollywoodDance,Nigahen,8.1/10
Pyar Ho (Redux),Sunidhi Chauhan,Bollywood,Munna Michael,9.4/10
Neela Dupatta,"Abhijeet, Alka Yagnik",BollywoodDance,Hameshaa,8.7/10
Aap Yun Hi Agar Humse Milte Rahe,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,9.1/10
Dil Jo Na Keh Saka,"Shail Hada, Shreya Ghoshal",BollywoodSad,Dil Jo Na Keh Saka,8.6/10
Aankhon Ki Gustakhiyan Maaf Ho,"Karsan Sangathia, Kavita Krishnamurthy",BollywoodRomantic,Hum Dil De Chuke Sanam,8.3/10
Meher Hai Rab Di,"Khushhboo Grewal, Mika Singh",BollywoodDance,Welcome To New York,9.0/10
Tere Ghar Ke Samne,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Tere Ghar Ke Samne,8.1/10
Inteha Ho Gayi Intezaar Ki,"Asha Bhosle, Bappi Lahiri",BollywoodSad,Sharaabi,9.0/10
Dil Ka Koi Tukda,"Hariharan, Kavita Krishnamurthy",BollywoodSad,Kya Kehna,9.3/10
Dhadkane Saansein Jawani,"Anuradha Paudwal, Pankaj Udhas",BollywoodDance,Beta,7.8/10
Dil Tera Diwana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,9.0/10
Ek Lo Ek Muft,Bappi Lahiri,BollywoodDance,Guru,9.1/10
Maine Pyar Kiya,S.P. Balasubrahmanyam,BollywoodDance,Maine Pyar Kiya,8.6/10
Chaar Dina Ki,"Imran Khan, Pankaj Kapur, Prem Dehati",BollywoodDance,Matru Ki Bijlee Ka Mandola,8.8/10
Piya Tu Ab To Aaja,Asha Bhosle,BollywoodDance,Caravaan,9.1/10
Tu Meri (Remix),Vishal Dadlani,BollywoodDance,Bang bang,9.3/10
Kitne Bhi Tu Karle Sitam,Asha Bhosle,BollywoodSad,Sanam Teri Kasam,8.9/10
Jab Mila Tu,Vishal Dadlani,BollywoodRomantic,I Hate Luv Storys,9.7/10
O Mere Majhi Mere Sajan Hai,S. D. Burman,BollywoodSad,Bandini,9.2/10
Churao Na Dil,"Kavita Krishnamurthy, Udit Narayan",BollywoodRomantic,Deewane,9.1/10
Mujhe Raat Din Bas,Sonu Nigam,BollywoodRomantic,Sangharsh,9.3/10
Main Nai Jaana Pardes,Shafqat Amanat Ali,BollywoodSad,Tevar,9.5/10
Chikini Chameli (Remix),Shreya Ghoshal,BollywoodDance,Agneepath,9.0/10
Jane Na Nazar Pehchane Jigar,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Aah,9.0/10
Tu Mohabbat Hai,"Atif Aslam, Monali Thakur",BollywoodRomantic,Tere Naal Love Ho Gaya,9.6/10
O Re Khuda,"Adnan Sami, Javed Basheer",BollywoodRomantic,Rush,9.4/10
Sar Se Sarke,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Silsila,8.7/10
Humko Tumse Ho Gaya Hai Pyar,"Kishore Kumar, Lata Mangeshkar, Mohammed Rafi, Mukesh",BollywoodDance,Amar Akbar Anthony,8.7/10
Dhik Ta Na Na – Duet,"Poornima, Udit Narayan",BollywoodRomantic,Laadla,8.9/10
Jaane Kahan Mera Jigar Gaya Ji,"Geeta Dutt, Mohammed Rafi",BollywoodRomantic,Mr. and Mrs. 55,9.5/10
Chaar Shanivaar,"Armaan Malik, Badshah, Vishal Dadlani",BollywoodDance,All is Well,8.9/10
Dancing Jodi,"Labh Janjua, Sunidhi Chauhan",BollywoodDance,Rab Ne Bana Di Jodi,9.3/10
Tera Bemar Mera Dil,"Kavita Krishnamurthy, Mohammad Aziz",BollywoodDance,Chaalbaaz,8.8/10
Ishq Ki Galee,"Jayesh Gandhi, Rahat Fateh Ali Khan",BollywoodSad,Bollywood HeightsMilenge Milenge,8.8/10
Piya Piya O Piya,"Pinky, Prashant, Preeti",BollywoodDance,Har Dil Jo Pyar Karega,9.3/10
Tune Bechain Itna Ziada Kiya,"Anuradha Paudwal, Mohammad Aziz",BollywoodRomantic,Nagina,7.8/10
Rozaana,Salim Merchant,BollywoodRomantic,Love Breakups Zindagi,9.6/10
Baawra,"Gulzar, Nihira Joshi Deshpande, Shankar Mahadevan",BollywoodSad,Kill Dil,8.9/10
O Humdum Suniyo Re,"K.K., Kunal, Pravin Mani, Shaan",BollywoodDance,Saathiya,9.5/10
Hookah Bar (Remix),"Aman Trikha, Himesh Reshammiya, Vineet Singh",BollywoodDance,Khiladi 786,9.3/10
Bismil,Sukhwinder Singh,BollywoodDance,Haider,9.6/10
